nome,ano,escola,nota_semestre_1,nota_semestre_2,faltas,nota_exame,monitoria
Valentina Ribeiro,2,Pedro I,6.53,2.67,15,7.5,False
Maria Rodrigues,1,Antonio Prado,4.88,0.66,14,4.23,False
Heitor Souza,2,Carlos Santos,1.49,2.22,12,2.45,False
Theo Santos,2,Antonio Prado,1.94,8.82,20,7.45,False
Theo Maia,2,Carlos Santos,7.03,7.63,27,0,True
Bernardo Silva,1,Antonio Prado,8.32,8.44,1,0,False
Davi Oliveira,3,Carlos Santos,2.72,8.69,6,9.39,False
Laura Ribeiro,1,Gabriel Gomes,9.15,7.39,15,0,True
Samuel Alves,2,Francisto Chagas,6.02,9.76,17,0,False
Theo Rodrigues,1,Pedro I,5.64,0.87,12,1.74,False
Laura Silva,3,Francisto Chagas,4.07,6.51,21,5.88,False
Davi Silva,1,Pedro I,1.24,9.05,26,8.83,True
Theo Ribeiro,2,Antonio Prado,9.73,5.11,7,0,False
Valentina Santos,3,Carlos Santos,2.93,5.88,28,4.28,True
Theo Alves,3,Francisto Chagas,2.93,9.35,28,4.11,False
Laura Rodrigues,2,Pedro I,0.31,7.3,29,5.56,False
Heloisa Pereira,3,Gabriel Gomes,6.1,8.31,25,0,True
Laura Martins,2,Gabriel Gomes,6.47,8.41,3,0,False
Valentina Oliveira,3,Pedro I,7.21,2.34,26,7.11,True
Theo Ribeiro,3,Gabriel Gomes,8.48,8.44,13,0,False
Bernardo Ribeiro,2,Pedro I,3.51,4.82,18,3.91,False
Sophia Santos,1,Pedro I,7.84,0.77,1,1.76,True
Valentina Maia,3,Pedro I,3.68,8.75,15,9.03,False
Helena Ribeiro,2,Pedro I,1.23,7.02,26,5.92,True
Samuel Ferreira,2,Pedro I,9.61,0.04,12,2.55,True
Valentina Oliveira,1,Antonio Prado,0.86,4.36,19,9.28,True
Samuel Silva,2,Pedro II,3.25,9.91,18,6.7,True
Sophia Alves,1,Pedro I,3.22,6.15,19,5.68,False
Arthur Ferreira,3,Francisto Chagas,9.92,6.15,13,0,False
Helena Pereira,2,Pedro I,6.42,1.75,16,5.64,False
Heitor Gomes,3,Francisto Chagas,2.99,9.15,5,7.16,True
Davi Santos,3,Pedro I,4.99,8.13,9,3.37,True
Maria Oliveira,2,Pedro II,3.55,5.11,18,9.67,False
Gabriel Rodrigues,3,Pedro I,5.59,3.79,9,3.64,False
Alice Gomes,3,Gabriel Gomes,3.54,7.16,11,4.64,True
Heloisa Alves,1,Carlos Santos,6.33,8.47,25,0,False
Alice Soares,3,Carlos Santos,2.72,0.84,15,4.76,False
Helena Silva,2,Francisto Chagas,8.16,7.29,0,0,True
Laura Oliveira,3,Pedro II,8.82,1.58,15,2.35,False
Maria Ribeiro,1,Gabriel Gomes,9.32,3.03,11,2.27,False
Heitor Alves,3,Pedro II,3.7,4.04,7,0.3,False
Laura Souza,1,Carlos Santos,7.8,2.54,16,9.12,True
Arthur Martins,3,Carlos Santos,5.53,4.92,20,9.35,False
Valentina Soares,3,Carlos Santos,8.19,6.71,8,0,True
Heitor Martins,1,Francisto Chagas,2.89,9.33,15,2.89,False
Gael Maia,1,Gabriel Gomes,5.08,2.26,16,7.13,True
Helena Maia,2,Carlos Santos,3.77,2.98,17,8.43,False
Bernardo Ribeiro,2,Pedro I,8.31,4.86,15,6.47,False
Heitor Ferreira,1,Francisto Chagas,0.46,5.94,28,9.13,False
Helena Alves,1,Francisto Chagas,7.6,2.81,17,5.37,False
Miguel Ribeiro,1,Gabriel Gomes,6.62,4.16,10,2.04,True
Arthur Ribeiro,3,Carlos Santos,8.44,7.5,28,0,True
Heitor Oliveira,3,Pedro II,9.54,4.68,9,0,False
Heitor Pereira,1,Pedro II,9.58,8.33,21,0,True
Valentina Alves,3,Antonio Prado,3.29,1.81,16,3.89,False
Gabriel Pereira,3,Pedro I,2.87,1.84,28,8.44,False
Helena Rodrigues,2,Antonio Prado,2.83,1.71,24,1.57,True
Heitor Alves,1,Francisto Chagas,3.82,1.47,20,7.37,False
Samuel Souza,1,Francisto Chagas,2.82,9.98,15,0.34,False
Gabriel Maia,2,Antonio Prado,5.36,6.56,30,4.52,True
Helena Souza,3,Antonio Prado,9.34,6.4,5,0,True
Theo Pereira,3,Carlos Santos,0.1,0.66,6,9.34,False
Alice Souza,3,Pedro II,0.6,6.43,29,3.71,True
Arthur Gomes,2,Francisto Chagas,3.76,8.32,30,6.25,True
Heloisa Santos,2,Carlos Santos,3.91,6.14,22,2.64,True
Heitor Rodrigues,2,Carlos Santos,4.17,0.05,11,6.48,False
Heitor Oliveira,3,Carlos Santos,1.09,3.43,19,4.02,True
Maria Rodrigues,2,Pedro II,9.46,7.33,0,0,True
Theo Ferreira,1,Antonio Prado,0.89,8.9,13,7.8,False
Sophia Rodrigues,1,Francisto Chagas,9.72,0.46,3,9.52,True
Miguel Martins,1,Antonio Prado,1.32,7.29,1,8.68,False
Maria Souza,1,Antonio Prado,2.22,9.63,20,5.02,False
Gabriel Silva,2,Antonio Prado,7.77,0.11,3,3.92,True
Gael Alves,1,Carlos Santos,4.71,7.0,11,8.77,True
Arthur Pereira,2,Pedro I,6.53,0.24,5,8.12,False
Gael Soares,2,Pedro I,7.25,8.72,25,0,False
Heitor Gomes,1,Antonio Prado,7.64,5.8,14,9.98,False
Alice Oliveira,2,Pedro II,6.29,9.36,22,0,True
Miguel Oliveira,2,Antonio Prado,7.7,8.34,7,0,False
Samuel Souza,3,Francisto Chagas,4.37,7.21,23,7.91,True
Bernardo Santos,2,Pedro I,1.27,2.03,5,9.24,True
Laura Gomes,3,Pedro I,0.74,0.41,19,8.04,True
Bernardo Soares,1,Carlos Santos,5.15,8.69,4,6.74,False
Bernardo Ribeiro,2,Francisto Chagas,1.84,8.56,8,3.92,False
Davi Ferreira,1,Pedro II,5.08,6.27,19,7.06,True
Gael Oliveira,3,Gabriel Gomes,1.26,8.44,6,4.56,True
Theo Alves,2,Antonio Prado,8.67,9.72,24,0,False
Gael Alves,1,Pedro I,9.6,1.52,12,9.21,True
Davi Gomes,1,Antonio Prado,2.71,8.13,21,5.49,True
Heloisa Rodrigues,3,Gabriel Gomes,2.16,7.55,12,7.73,True
Laura Rodrigues,1,Pedro II,6.27,5.53,3,8.06,True
Arthur Santos,1,Pedro II,7.08,5.64,23,6.71,True
Gael Soares,1,Gabriel Gomes,7.62,8.96,0,0,True
Arthur Alves,3,Pedro I,5.06,3.21,6,9.11,False
Theo Alves,3,Carlos Santos,4.47,4.36,1,1.28,True
Miguel Martins,3,Francisto Chagas,8.67,3.74,10,4.07,True
Helena Gomes,2,Pedro I,9.13,6.23,15,0,False
Gael Ribeiro,1,Pedro II,5.74,4.59,30,0.31,False
Helena Silva,3,Pedro I,0.93,8.02,22,5.1,True
Maria Souza,1,Pedro I,1.2,9.05,29,4.12,False
Davi Gomes,2,Carlos Santos,6.66,8.83,27,0,True
Gabriel Silva,2,Pedro II,1.72,5.98,28,6.13,True
Davi Rodrigues,2,Carlos Santos,8.66,2.48,17,1.56,True
Davi Souza,1,Pedro I,0.37,5.72,8,9.19,True
Alice Martins,2,Antonio Prado,0.12,2.0,19,5.38,True
Helena Rodrigues,2,Pedro I,5.7,6.75,13,2.66,True
Maria Silva,2,Francisto Chagas,3.96,4.62,21,3.24,True
Bernardo Pereira,3,Pedro I,9.1,5.8,24,0,True
Heitor Ribeiro,2,Antonio Prado,8.53,6.95,22,0,True
Gael Ribeiro,1,Carlos Santos,2.36,5.02,8,1.02,False
Heloisa Maia,2,Pedro II,5.49,7.02,5,9.36,True
Laura Alves,3,Carlos Santos,9.15,5.8,19,0,False
Sophia Ferreira,3,Antonio Prado,3.6,0.95,2,5.52,False
Theo Souza,2,Pedro II,3.44,8.29,0,5.17,True
Helena Maia,1,Pedro II,5.82,7.21,12,2.71,True
Arthur Santos,3,Carlos Santos,8.0,7.62,26,0,True
Theo Alves,1,Carlos Santos,9.2,9.41,26,0,False
Laura Santos,1,Carlos Santos,3.06,5.31,19,4.31,False
Miguel Santos,2,Antonio Prado,1.9,7.8,10,7.77,True
Helena Ribeiro,2,Carlos Santos,5.41,8.55,5,4.52,True
Laura Souza,2,Pedro II,8.21,1.94,8,4.17,False
Bernardo Maia,2,Carlos Santos,6.06,2.66,26,1.21,False
Laura Martins,3,Pedro II,6.41,3.36,20,2.14,False
Theo Souza,2,Francisto Chagas,8.88,2.32,10,2.17,False
Heitor Pereira,2,Pedro II,6.06,3.64,30,1.99,True
Heitor Maia,3,Pedro II,8.74,0.18,23,2.4,False
Heloisa Santos,2,Francisto Chagas,9.9,1.72,9,5.31,True
Miguel Alves,3,Antonio Prado,2.64,8.21,9,5.55,True
Arthur Soares,1,Pedro II,6.5,4.51,10,1.21,True
Samuel Rodrigues,2,Antonio Prado,2.28,0.41,29,8.08,True
Arthur Ribeiro,3,Pedro I,3.3,5.63,21,5.09,True
Alice Santos,3,Pedro I,1.7,7.56,1,4.53,True
Laura Silva,2,Pedro II,6.86,8.9,30,0,True
Theo Maia,3,Gabriel Gomes,0.53,6.55,17,5.48,False
Heloisa Pereira,2,Francisto Chagas,3.94,0.33,24,2.58,False
Valentina Souza,2,Pedro II,8.0,5.92,1,8.78,True
Samuel Soares,1,Pedro II,6.09,1.65,25,6.39,True
Miguel Martins,1,Francisto Chagas,1.1,2.04,27,0.02,True
Gael Gomes,3,Gabriel Gomes,5.85,6.45,22,3.8,False
Heitor Silva,1,Gabriel Gomes,1.11,5.1,9,5.87,True
Maria Souza,1,Gabriel Gomes,3.9,9.13,2,4.71,False
Sophia Soares,2,Francisto Chagas,6.47,0.1,1,9.02,False
Gabriel Ribeiro,3,Antonio Prado,7.9,3.69,24,3.84,False
Helena Silva,3,Pedro II,4.71,7.1,18,2.42,False
Valentina Oliveira,2,Antonio Prado,1.46,8.6,7,2.51,False
Heitor Silva,1,Antonio Prado,0.47,3.43,24,9.19,True
Laura Martins,1,Gabriel Gomes,6.86,3.59,24,6.88,True
Samuel Ribeiro,3,Carlos Santos,5.8,5.18,14,3.6,True
Heitor Ferreira,1,Antonio Prado,6.31,1.03,13,2.97,False
Heloisa Alves,1,Francisto Chagas,3.32,7.33,29,5.5,False
Gael Santos,2,Gabriel Gomes,2.46,5.65,27,6.33,False
Davi Alves,2,Antonio Prado,4.28,7.21,19,8.57,False
Arthur Silva,2,Pedro II,7.92,4.36,3,6.95,False
Davi Ribeiro,2,Carlos Santos,3.54,0.52,3,5.46,True
Gael Silva,3,Pedro II,3.92,1.46,9,8.9,False
Sophia Soares,2,Gabriel Gomes,9.79,1.47,20,8.62,True
Sophia Soares,2,Pedro I,9.81,3.61,6,2.89,False
Arthur Soares,1,Gabriel Gomes,4.51,0.64,2,7.25,True
Bernardo Silva,3,Pedro I,6.19,8.29,1,0,False
Bernardo Gomes,1,Francisto Chagas,3.49,3.28,12,6.59,False
Helena Silva,3,Francisto Chagas,7.54,8.79,12,0,False
Alice Ribeiro,1,Francisto Chagas,3.24,7.95,2,7.48,False
Davi Martins,2,Antonio Prado,8.33,6.4,0,0,True
Arthur Santos,3,Gabriel Gomes,2.41,4.48,6,7.61,True
Valentina Santos,1,Francisto Chagas,3.95,1.72,28,5.05,False
Theo Rodrigues,3,Francisto Chagas,7.83,0.38,15,4.35,True
Arthur Ribeiro,3,Pedro II,5.82,5.43,15,8.92,False
Theo Alves,1,Pedro II,7.88,4.88,23,6.26,True
Theo Souza,2,Gabriel Gomes,7.83,1.6,12,5.71,False
Bernardo Soares,1,Pedro I,4.85,6.15,23,5.63,False
Heloisa Alves,3,Francisto Chagas,0.48,8.05,11,1.56,True
Arthur Martins,2,Antonio Prado,3.09,9.13,24,5.15,True
Arthur Ribeiro,1,Antonio Prado,9.85,9.74,2,0,False
Bernardo Maia,2,Carlos Santos,2.04,0.99,20,1.36,False
Miguel Ferreira,2,Gabriel Gomes,4.44,9.68,29,0,True
Sophia Martins,1,Pedro II,0.18,7.11,29,4.12,False
Samuel Martins,3,Pedro II,9.24,0.33,16,9.64,False
Arthur Pereira,3,Antonio Prado,0.15,6.67,8,2.15,True
Helena Alves,1,Antonio Prado,1.56,7.73,5,4.41,False
Alice Rodrigues,3,Pedro I,2.71,8.02,4,4.66,False
Theo Alves,1,Antonio Prado,1.0,5.45,10,8.73,False
Arthur Maia,3,Pedro I,3.9,2.9,14,6.44,False
Sophia Rodrigues,2,Carlos Santos,6.13,2.08,18,0.46,True
Gabriel Oliveira,2,Pedro II,5.1,7.64,16,4.14,False
Heitor Martins,2,Pedro I,6.68,3.83,5,6.5,True
Laura Alves,1,Pedro II,1.76,5.35,16,3.11,False
Davi Silva,2,Carlos Santos,1.39,2.22,15,7.29,False
Heloisa Silva,1,Francisto Chagas,2.28,6.16,18,9.38,True
Heitor Oliveira,3,Gabriel Gomes,2.74,8.8,1,2.33,True
Arthur Rodrigues,3,Pedro I,5.04,9.9,16,0,False
Valentina Martins,3,Francisto Chagas,9.88,6.66,9,0,False
Miguel Ferreira,1,Gabriel Gomes,7.37,0.78,24,0.8,False
Gabriel Silva,1,Carlos Santos,1.67,8.91,10,6.87,True
Heitor Soares,1,Carlos Santos,6.19,5.74,0,7.14,False
Laura Rodrigues,3,Antonio Prado,5.45,2.29,18,6.26,False
Valentina Pereira,1,Antonio Prado,2.08,4.53,4,7.16,True
Heloisa Gomes,3,Antonio Prado,5.57,8.09,1,8.29,False
Davi Ferreira,1,Pedro II,6.72,0.42,1,4.34,True
Theo Ribeiro,3,Francisto Chagas,4.37,9.39,26,6.14,True
Helena Martins,2,Pedro II,6.1,1.24,29,5.26,False
Davi Pereira,1,Pedro II,9.28,1.1,11,9.53,False
Theo Pereira,3,Francisto Chagas,1.4,6.83,15,5.67,False
Heloisa Ribeiro,3,Carlos Santos,3.2,2.8,5,4.72,False
Gabriel Gomes,1,Francisto Chagas,4.54,4.34,9,1.46,True
Alice Oliveira,2,Francisto Chagas,4.96,4.24,9,6.55,True
Heitor Silva,2,Gabriel Gomes,8.43,7.76,4,0,True
Gael Santos,2,Francisto Chagas,6.52,6.89,16,8.18,True
Davi Ribeiro,3,Antonio Prado,6.75,4.39,11,4.45,False
Miguel Soares,2,Pedro I,6.48,7.97,9,0,True
Laura Soares,3,Carlos Santos,8.41,6.07,4,0,False
Alice Martins,2,Pedro I,7.19,5.13,26,9.85,False
Heitor Ribeiro,1,Antonio Prado,4.54,9.37,30,4.01,False
Gabriel Pereira,1,Carlos Santos,3.41,5.12,28,9.23,False
Bernardo Martins,3,Pedro I,6.87,3.21,16,5.61,False
Gael Gomes,2,Pedro II,7.0,0.98,18,4.53,True
Laura Ribeiro,1,Antonio Prado,7.64,6.95,15,0,False
Maria Oliveira,2,Carlos Santos,5.31,1.86,15,5.54,True
Gael Soares,1,Antonio Prado,3.52,1.99,18,9.98,False
Gael Soares,3,Francisto Chagas,9.66,8.22,19,0,False
Heitor Santos,2,Francisto Chagas,3.35,9.12,8,8.85,False
Samuel Rodrigues,1,Pedro II,8.81,3.4,17,9.88,True
Gabriel Rodrigues,3,Pedro II,0.37,9.43,16,6.36,True
Helena Ribeiro,3,Carlos Santos,3.39,1.14,7,0.46,False
Heloisa Soares,1,Carlos Santos,4.78,0.36,24,4.86,False
Gael Martins,2,Pedro I,5.3,3.37,3,4.11,True
Davi Rodrigues,1,Pedro II,3.99,7.78,17,0.79,False
Gael Santos,2,Pedro II,2.36,2.3,8,2.71,True
Alice Silva,3,Pedro II,3.4,2.37,15,0.32,False
Maria Pereira,3,Francisto Chagas,9.76,1.41,4,9.49,True
Helena Santos,2,Pedro II,9.0,5.28,19,0,False
Samuel Alves,3,Francisto Chagas,2.73,1.94,23,3.09,False
Maria Santos,2,Pedro I,2.06,9.5,2,9.96,False
Laura Ribeiro,2,Pedro II,6.42,3.44,4,7.9,False
Arthur Santos,3,Carlos Santos,8.15,5.31,7,3.96,True
Alice Ferreira,1,Antonio Prado,7.24,3.36,27,2.19,True
Sophia Maia,1,Pedro I,5.95,7.99,14,8.09,True
Davi Ribeiro,1,Gabriel Gomes,2.57,1.07,13,6.65,False
Theo Alves,3,Pedro II,1.78,4.98,10,5.17,True
Helena Ferreira,2,Pedro I,8.59,0.24,18,6.93,False
Sophia Soares,2,Francisto Chagas,5.26,9.53,3,0,False
Miguel Soares,3,Pedro I,2.27,3.79,24,3.64,True
Gabriel Pereira,2,Pedro II,6.09,2.87,12,2.11,False
Davi Oliveira,3,Carlos Santos,9.38,1.91,16,5.65,False
Valentina Alves,3,Pedro I,0.59,0.41,21,8.88,True
Maria Alves,3,Antonio Prado,0.39,4.07,10,9.0,False
Theo Maia,2,Gabriel Gomes,1.86,5.52,9,4.25,False
Alice Santos,2,Gabriel Gomes,1.25,9.31,2,7.84,False
Alice Ferreira,1,Francisto Chagas,0.31,1.41,27,6.26,False
Arthur Alves,1,Antonio Prado,0.93,9.0,16,2.99,False
Helena Pereira,2,Carlos Santos,6.76,6.47,13,0.38,False
Gael Ribeiro,1,Carlos Santos,0.39,5.25,13,1.96,False
Gabriel Alves,1,Pedro I,9.09,7.48,3,0,False
Samuel Maia,1,Pedro I,3.04,7.74,14,0.69,True
Valentina Pereira,1,Antonio Prado,8.29,5.93,25,0,True
Helena Pereira,3,Gabriel Gomes,2.15,3.91,21,6.83,True
Theo Oliveira,1,Gabriel Gomes,0.73,4.28,27,9.11,False
Laura Pereira,2,Gabriel Gomes,1.33,4.3,13,8.79,False
Gabriel Santos,2,Antonio Prado,5.7,0.92,15,3.83,False
Alice Souza,1,Francisto Chagas,2.82,7.67,2,4.17,False
Gabriel Ribeiro,1,Francisto Chagas,2.41,0.15,19,1.22,True
Theo Ferreira,2,Carlos Santos,1.37,3.95,7,7.44,True
Gabriel Souza,2,Carlos Santos,8.91,4.73,11,2.96,True
Gabriel Santos,1,Gabriel Gomes,4.0,0.47,17,0.49,False
Heloisa Ribeiro,2,Carlos Santos,6.69,8.08,17,0,False
Theo Oliveira,1,Gabriel Gomes,8.0,5.77,15,4.68,True
Davi Alves,2,Antonio Prado,5.78,2.07,21,2.34,False
Davi Gomes,1,Gabriel Gomes,2.8,7.3,3,0.09,False
Laura Soares,1,Carlos Santos,3.69,6.22,24,5.63,False
Gabriel Oliveira,3,Pedro I,3.88,5.48,7,8.59,True
Miguel Oliveira,1,Pedro II,8.46,8.54,12,0,True
Arthur Martins,3,Gabriel Gomes,3.02,4.36,8,1.78,False
Miguel Ribeiro,3,Carlos Santos,3.54,1.56,0,0.53,False
Maria Gomes,2,Carlos Santos,7.44,6.9,15,0,True
Heloisa Pereira,3,Francisto Chagas,9.67,2.1,12,0.51,True
Arthur Rodrigues,2,Francisto Chagas,9.55,9.78,11,0,False
Gael Ribeiro,3,Antonio Prado,0.48,6.72,26,8.89,True
Valentina Alves,3,Pedro I,4.38,2.66,28,5.04,False
Arthur Silva,1,Carlos Santos,7.14,5.09,24,9.22,True
Maria Ferreira,1,Carlos Santos,4.58,5.72,27,2.82,True
Laura Silva,1,Gabriel Gomes,5.12,1.57,0,0.63,False
Bernardo Ferreira,3,Pedro I,6.67,7.31,5,2.67,True
Bernardo Souza,2,Pedro I,7.21,8.69,3,0,True
Arthur Rodrigues,3,Pedro I,9.95,3.94,19,8.48,False
Gabriel Santos,1,Antonio Prado,2.04,4.21,19,4.84,True
Theo Rodrigues,2,Carlos Santos,4.96,8.59,7,9.51,True
Gabriel Rodrigues,1,Pedro II,5.41,2.46,1,4.9,False
Valentina Gomes,2,Pedro II,5.92,2.53,15,4.43,True
Valentina Gomes,2,Pedro II,5.41,5.9,3,4.53,False
Gael Martins,1,Pedro I,9.22,7.95,5,0,False
Valentina Rodrigues,2,Pedro I,1.04,3.46,6,3.18,False
Helena Ferreira,3,Antonio Prado,3.54,1.98,15,7.7,False
Gael Ferreira,1,Gabriel Gomes,7.16,1.69,12,5.7,True
Maria Soares,1,Francisto Chagas,4.48,9.54,16,0,False
Theo Ribeiro,1,Pedro II,5.42,4.84,1,5.13,True
Arthur Rodrigues,1,Gabriel Gomes,5.64,3.29,2,0.56,True
Miguel Souza,3,Gabriel Gomes,2.87,9.1,21,8.47,False
Valentina Martins,1,Pedro II,4.09,2.03,6,5.13,False
Valentina Santos,1,Gabriel Gomes,9.91,5.9,23,0,True
Davi Ribeiro,1,Carlos Santos,5.28,6.6,3,1.87,True
Sophia Santos,2,Gabriel Gomes,1.38,9.63,6,7.47,False
Miguel Maia,2,Gabriel Gomes,1.39,7.54,6,8.38,False
Sophia Pereira,2,Francisto Chagas,5.42,8.02,6,5.05,False
Helena Gomes,3,Francisto Chagas,4.96,7.94,30,4.65,False
Heitor Rodrigues,3,Pedro II,2.71,0.95,5,6.76,True
Gael Maia,1,Carlos Santos,8.19,3.32,1,4.54,True
Alice Maia,1,Pedro II,9.79,2.71,22,1.46,False
Valentina Alves,3,Carlos Santos,0.02,7.35,29,6.61,False
Alice Maia,2,Antonio Prado,4.25,8.7,15,2.8,True
Arthur Rodrigues,3,Francisto Chagas,3.24,1.29,3,4.69,False
Maria Martins,2,Carlos Santos,5.14,5.98,29,0.88,False
Davi Alves,1,Gabriel Gomes,1.99,9.6,4,2.7,False
Gabriel Oliveira,1,Gabriel Gomes,5.45,9.43,8,0,True
Sophia Oliveira,1,Antonio Prado,4.3,7.91,25,1.53,True
Alice Alves,1,Carlos Santos,0.37,1.47,16,8.06,False
Heitor Silva,2,Carlos Santos,3.03,9.2,24,6.9,True
Arthur Pereira,1,Carlos Santos,4.45,4.8,20,0.31,False
Bernardo Santos,1,Pedro I,7.77,8.69,3,0,False
Helena Gomes,3,Antonio Prado,0.88,8.53,12,8.94,True
Davi Ribeiro,1,Francisto Chagas,1.27,7.51,26,2.51,True
Laura Maia,2,Pedro I,6.59,5.72,0,7.89,True
Helena Rodrigues,2,Francisto Chagas,9.65,7.99,7,0,False
Davi Soares,2,Gabriel Gomes,3.66,7.33,14,0.54,True
Heloisa Oliveira,3,Antonio Prado,2.7,7.61,29,2.11,True
Davi Rodrigues,3,Francisto Chagas,0.92,2.39,29,9.91,True
Laura Gomes,2,Gabriel Gomes,3.61,0.11,9,8.19,True
Maria Ferreira,3,Carlos Santos,7.48,8.27,7,0,False
Davi Gomes,2,Pedro II,0.53,2.37,5,5.76,False
Maria Alves,2,Francisto Chagas,5.74,7.2,20,8.31,False
Gael Martins,1,Carlos Santos,4.47,4.44,10,9.61,True
Samuel Maia,1,Antonio Prado,5.97,2.17,0,1.96,True
Sophia Santos,3,Gabriel Gomes,9.15,1.64,19,5.55,True
Miguel Martins,3,Carlos Santos,6.68,0.06,8,5.38,True
Valentina Martins,3,Francisto Chagas,7.11,0.63,26,5.19,True
Valentina Maia,2,Pedro II,7.44,4.39,27,9.36,False
Alice Alves,1,Pedro II,6.06,9.55,17,0,True
Valentina Souza,1,Carlos Santos,5.89,2.08,20,6.63,False
Bernardo Alves,1,Pedro II,9.21,9.28,26,0,True
Samuel Ferreira,2,Pedro II,3.19,1.34,27,2.32,False
Davi Pereira,1,Gabriel Gomes,0.61,2.74,18,0.84,False
Gabriel Ferreira,3,Francisto Chagas,6.37,5.89,9,0.46,True
Gael Alves,1,Antonio Prado,7.26,9.26,22,0,True
Gael Ribeiro,3,Francisto Chagas,1.99,2.9,23,5.62,True
Gael Ribeiro,3,Antonio Prado,4.68,3.99,14,6.51,False
Arthur Alves,1,Francisto Chagas,4.82,9.73,21,0,True
Alice Ferreira,1,Pedro I,9.03,9.52,11,0,False
Heloisa Gomes,3,Antonio Prado,4.37,5.9,3,4.39,True
Sophia Pereira,2,Antonio Prado,9.79,3.74,28,6.43,True
Gael Soares,2,Pedro II,7.62,0.95,8,0.05,True
Sophia Oliveira,1,Carlos Santos,1.92,6.63,5,0.27,True
Theo Gomes,3,Pedro I,2.48,0.29,12,0.9,True
Gael Oliveira,3,Carlos Santos,2.89,1.97,23,1.5,True
Arthur Souza,3,Antonio Prado,9.22,5.97,2,0,False
Laura Martins,3,Pedro I,8.4,5.47,9,6.67,True
Sophia Souza,3,Carlos Santos,0.69,4.76,15,5.57,False
Bernardo Santos,1,Pedro I,1.99,9.26,22,8.71,False
Sophia Souza,2,Gabriel Gomes,1.96,0.7,29,6.04,False
Heitor Souza,2,Antonio Prado,4.01,7.05,15,7.99,True
Davi Ferreira,2,Gabriel Gomes,4.74,8.24,3,1.97,True
Laura Santos,2,Francisto Chagas,2.91,6.34,7,9.13,False
Valentina Gomes,3,Pedro II,6.95,9.69,14,0,True
Heitor Pereira,3,Francisto Chagas,2.38,7.82,22,8.97,True
Miguel Maia,2,Carlos Santos,3.55,8.02,24,7.31,True
Heloisa Santos,2,Antonio Prado,6.82,4.2,6,3.54,False
Bernardo Ribeiro,2,Pedro I,7.68,3.27,24,4.31,True
Bernardo Oliveira,2,Gabriel Gomes,1.71,3.73,25,0.57,False
Maria Pereira,2,Antonio Prado,5.97,9.06,27,0,False
Laura Maia,3,Pedro I,9.75,8.45,8,0,True
Valentina Alves,3,Antonio Prado,3.53,8.66,4,8.98,True
Laura Santos,2,Antonio Prado,6.62,2.81,27,7.83,False
Samuel Soares,3,Pedro II,6.91,8.99,1,0,False
Maria Maia,3,Pedro II,9.55,8.49,24,0,False
Davi Ribeiro,2,Francisto Chagas,5.85,8.32,3,0,True
Helena Martins,3,Antonio Prado,2.04,7.66,8,3.97,True
Miguel Martins,1,Carlos Santos,4.8,4.43,24,5.11,False
Sophia Maia,1,Pedro II,9.86,2.21,11,5.15,False
Maria Ribeiro,3,Francisto Chagas,4.41,7.33,2,7.34,False
Heitor Souza,2,Francisto Chagas,0.63,7.2,8,5.74,False
Helena Gomes,2,Carlos Santos,3.44,2.43,26,5.04,False
Valentina Alves,2,Francisto Chagas,9.03,4.43,18,0.57,False
Gabriel Gomes,2,Francisto Chagas,4.32,5.58,25,2.15,True
Laura Gomes,3,Pedro I,3.53,1.82,1,5.14,False
Bernardo Gomes,3,Gabriel Gomes,0.63,2.62,9,1.76,True
Davi Gomes,2,Pedro I,1.41,4.15,21,8.53,False
Sophia Pereira,2,Francisto Chagas,4.38,9.6,21,8.23,False
Sophia Ribeiro,1,Gabriel Gomes,4.16,5.69,1,5.04,True
Gael Souza,2,Francisto Chagas,0.47,6.67,9,3.91,False
Maria Gomes,2,Francisto Chagas,3.55,2.44,17,3.0,False
Gael Souza,3,Carlos Santos,9.06,5.61,2,0,False
Valentina Pereira,3,Francisto Chagas,9.68,1.8,13,7.21,True
Alice Santos,1,Gabriel Gomes,1.21,8.13,19,6.39,False
Valentina Ribeiro,1,Carlos Santos,6.51,6.05,16,1.04,False
Gabriel Martins,3,Gabriel Gomes,4.22,7.86,4,6.49,True
Davi Souza,3,Antonio Prado,4.44,0.93,2,5.11,True
Heloisa Martins,3,Antonio Prado,1.82,4.0,22,1.91,True
Sophia Santos,3,Carlos Santos,4.64,4.12,10,0.13,True
Theo Soares,2,Gabriel Gomes,0.12,5.58,20,0.49,True
Heitor Alves,2,Gabriel Gomes,0.63,5.21,14,9.16,False
Helena Maia,1,Francisto Chagas,4.48,4.52,30,0.67,True
Maria Pereira,2,Pedro I,7.99,4.62,2,5.3,False
Bernardo Gomes,3,Pedro I,2.88,3.58,26,7.41,True
Davi Silva,1,Gabriel Gomes,0.36,1.48,4,1.94,False
Gabriel Maia,3,Pedro I,4.92,1.55,26,4.89,True
Miguel Oliveira,2,Pedro I,6.09,9.1,17,0,True
Bernardo Oliveira,2,Gabriel Gomes,1.41,6.87,29,6.49,True
Helena Rodrigues,3,Antonio Prado,9.08,7.38,19,0,True
Davi Alves,3,Francisto Chagas,4.4,5.73,18,3.33,True
Miguel Silva,1,Pedro II,1.07,8.14,25,2.25,True
Gael Souza,2,Francisto Chagas,0.0,0.23,14,0.09,True
Samuel Alves,1,Pedro II,3.55,7.06,24,3.35,False
